# This data set contains the cross sectional areas of eggs
# from C. elegans mothers grown on food with 10% w/v E. coli.
# The cross sectional area is given in units of square microns.
#
# Data digitized from assay 1 of Fig. 5 of Harvey and Orbidans,
# PLoS ONE, 6(10): e25840, doi:10.1371/journal.pone.0025840
1683
2061
1792
1852
2091
1781
1912
1802
1751
1731
1892
1951
1809
1683
1787
1840
1821
1910
1930
1800
1833
1683
1671
1680
1692
1800
1821
1882
1642
1749
1712
1661
1701
2141
1863
1752
1740
1721
1660
1930
2030
1851
2131
1828
