# This data set contains the cross sectional areas of eggs
# from C. elegans mothers grown on food with less than 2.5% w/v
# E. coli. The cross sectional area is given in units of square
# microns.
#
# Data digitized from assay 1 of Fig. 5 of Harvey and Orbidans,
# PLoS ONE, 6(10): e25840, doi:10.1371/journal.pone.0025840
1840
2090
2169
1988
2212
2339
1989
2144
2290
1920
2280
1809
2158
1800
2133
2060
2160
2001
2030
2088
1951
2460
2021
2010
2139
2160
2106
2171
2113
2179
1890
2179
2021
1969
2150
1900
2267
1711
1901
2114
2112
2361
2130
2061
2121
1832
2210
2130
2153
2009
2100
2252
2143
2252
2222
2121
2409
