# The data come from Markus Meister's group from Dawna Bagherian and Kyu Lee, two grad students. They put electrodes in the retinal cells of a mouse and measured voltage. From the time trace of voltage, they can detect and characterize spiking events.
t (ms),V (uV)
1315.04,-0.42
1315.08,12.19
1315.12,3.44
1315.16,-2.4
1315.2,10.1
1315.24,1.98
1315.28,0.52
1315.32,15.94
1315.36,10.73
1315.4,-3.02
1315.44,5.52
1315.48,4.79
1315.52,-5.94
1315.56,-1.67
1315.6,13.13
1315.64,-2.19
1315.68,-4.9
1315.72,3.54
1315.76,0.94
1315.8,-2.29
1315.84,21.88
1315.88,10.0
1315.92,2.4
1315.96,9.9
1316.0,-6.98
1316.04,-12.19
1316.08,9.48
1316.12,5.21
1316.16,0.1
1316.2,10.21
1316.24,4.58
1316.28,-5.31
1316.32,3.23
1316.36,9.79
1316.4,1.46
1316.44,-0.52
1316.48,5.31
1316.52,-2.08
1316.56,-1.56
1316.6,11.67
1316.64,-4.48
1316.68,-6.35
1316.72,3.33
1316.76,-4.48
1316.8,-5.73
1316.84,21.35
1316.88,5.0
1316.92,-1.15
1316.96,15.1
1317.0,5.0
1317.04,-5.63
1317.08,8.23
1317.12,-0.83
1317.16,-10.63
1317.2,4.69
1317.24,-1.35
1317.28,-2.4
1317.32,15.31
1317.36,16.15
1317.4,-1.35
1317.44,1.88
1317.48,14.17
1317.52,-1.98
1317.56,-2.92
1317.6,-4.58
1317.64,-5.21
1317.68,-1.35
1317.72,16.98
1317.76,2.71
1317.8,0.31
1317.84,9.79
1317.88,-2.19
1317.92,-6.67
1317.96,18.33
1318.0,1.46
1318.04,-10.42
1318.08,5.73
1318.12,-0.21
1318.16,-7.29
1318.2,1.88
1318.24,-0.94
1318.28,-6.35
1318.32,2.92
1318.36,5.1
1318.4,-4.58
1318.44,1.77
1318.48,7.5
1318.52,2.19
1318.56,0.52
1318.6,1.98
1318.64,-4.9
1318.68,-7.71
1318.72,10.1
1318.76,-4.9
1318.8,-4.48
1318.84,-0.31
1318.88,-7.29
1318.92,-12.5
1318.96,11.77
1319.0,-0.63
1319.04,-11.56
1319.08,3.54
1319.12,-10.42
1319.16,-12.81
1319.2,7.4
1319.24,-0.73
1319.28,-9.38
1319.32,4.48
1319.36,5.31
1319.4,-4.9
1319.44,7.5
1319.48,3.54
1319.52,-3.65
1319.56,-6.46
1319.6,7.81
1319.64,-4.9
1319.68,-8.54
1319.72,-5.0
1319.76,-14.06
1319.8,-12.81
1319.84,22.5
1319.88,11.04
1319.92,-2.19
1319.96,5.0
1320.0,-3.23
1320.04,-8.54
1320.08,19.06
1320.12,12.19
1320.16,1.25
1320.2,17.29
1320.24,11.35
1320.28,0.63
1320.32,12.19
1320.36,13.33
1320.4,5.42
1320.44,16.15
1320.48,5.94
1320.52,-5.83
1320.56,-6.25
1320.6,11.35
1320.64,-0.52
1320.68,-4.48
1320.72,1.46
1320.76,-6.25
1320.8,-9.69
1320.84,19.9
1320.88,7.4
1320.92,-0.52
1320.96,7.19
1321.0,-5.1
1321.04,-11.15
1321.08,13.23
1321.12,8.44
1321.16,-0.63
1321.2,7.6
1321.24,-5.73
1321.28,-7.08
1321.32,10.0
1321.36,9.58
1321.4,-3.23
1321.44,5.31
1321.48,13.13
1321.52,-5.0
1321.56,-2.19
1321.6,-0.94
1321.64,-8.02
1321.68,-4.06
1321.72,16.67
1321.76,4.27
1321.8,-6.04
1321.84,1.77
1321.88,-4.9
1321.92,-4.27
1321.96,22.71
1322.0,12.6
1322.04,-0.1
1322.08,6.15
1322.12,-9.06
1322.16,-10.52
1322.2,15.21
1322.24,7.4
1322.28,-7.19
1322.32,3.44
1322.36,4.48
1322.4,-6.04
1322.44,-0.42
1322.48,1.88
1322.52,-10.42
1322.56,-2.5
1322.6,0.42
1322.64,-1.25
1322.68,0.42
1322.72,20.52
1322.76,-0.94
1322.8,-6.25
1322.84,3.96
1322.88,-1.67
1322.92,-0.94
1322.96,16.56
1323.0,-2.71
1323.04,-16.98
1323.08,-3.65
1323.12,-7.5
1323.16,-8.85
1323.2,6.77
1323.24,8.13
1323.28,-2.4
1323.32,7.71
1323.36,9.79
1323.4,-5.1
1323.44,3.54
1323.48,-2.81
1323.52,-10.42
1323.56,0.1
1323.6,17.6
1323.64,3.33
1323.68,-8.23
1323.72,-6.15
1323.76,-10.83
1323.8,-13.54
1323.84,13.33
1323.88,-3.75
1323.92,-5.94
1323.96,8.33
1324.0,2.4
1324.04,-0.52
1324.08,15.21
1324.12,7.81
1324.16,-4.17
1324.2,12.6
1324.24,8.75
1324.28,-3.65
1324.32,8.23
1324.36,5.1
1324.4,-1.04
1324.44,1.77
1324.48,5.1
1324.52,5.52
1324.56,8.02
1324.6,19.17
1324.64,1.77
1324.68,0.31
1324.72,9.17
1324.76,1.15
1324.8,1.67
1324.84,25.52
1324.88,11.04
1324.92,2.6
1324.96,15.52
1325.0,5.21
1325.04,-0.94
1325.08,9.06
1325.12,-2.08
1325.16,-13.23
1325.2,3.02
1325.24,4.06
1325.28,-5.63
1325.32,6.67
1325.36,13.65
1325.4,3.23
1325.44,10.94
1325.48,16.67
1325.52,1.46
1325.56,4.48
1325.6,0.83
1325.64,-3.96
1325.68,0.1
1325.72,20.94
1325.76,0.63
1325.8,-8.96
1325.84,4.27
1325.88,-7.29
1325.92,-9.79
1325.96,9.27
1326.0,-5.52
1326.04,-11.15
1326.08,1.35
1326.12,-8.02
1326.16,-11.15
1326.2,8.44
1326.24,2.6
1326.28,-7.29
1326.32,10.0
1326.36,8.85
1326.4,-6.77
1326.44,4.69
1326.48,15.83
1326.52,-1.67
1326.56,-0.52
1326.6,0.21
1326.64,1.46
1326.68,-0.31
1326.72,13.85
1326.76,0.42
1326.8,-6.56
1326.84,-2.71
1326.88,-10.52
1326.92,-11.25
1326.96,17.08
1327.0,10.0
1327.04,-5.83
1327.08,6.67
1327.12,-0.1
1327.16,-3.02
1327.2,10.63
1327.24,2.71
1327.28,-4.27
1327.32,8.75
1327.36,12.08
1327.4,-1.77
1327.44,-1.77
1327.48,-3.02
1327.52,-11.88
1327.56,-10.21
1327.6,9.69
1327.64,-6.98
1327.68,-3.96
1327.72,2.29
1327.76,-5.42
1327.8,-7.29
1327.84,13.13
1327.88,-9.9
1327.92,-13.65
1327.96,1.77
1328.0,0.1
1328.04,-5.31
1328.08,8.33
1328.12,-2.5
1328.16,-9.38
1328.2,5.83
1328.24,-2.19
1328.28,-5.1
1328.32,1.04
1328.36,11.98
1328.4,-4.27
1328.44,2.19
1328.48,-4.69
1328.52,-11.25
1328.56,-8.85
1328.6,4.79
1328.64,-4.69
1328.68,-1.67
1328.72,4.38
1328.76,-1.04
1328.8,-2.08
1328.84,19.9
1328.88,2.6
1328.92,-6.67
1328.96,3.23
1329.0,-5.63
1329.04,-2.5
1329.08,14.06
1329.12,6.98
1329.16,-1.77
1329.2,8.23
1329.24,-0.21
1329.28,-5.63
1329.32,8.54
1329.36,10.0
1329.4,-0.52
1329.44,6.35
1329.48,13.23
1329.52,0.31
1329.56,5.94
1329.6,8.44
1329.64,1.67
1329.68,-2.29
1329.72,17.19
1329.76,6.67
1329.8,-2.5
1329.84,7.19
1329.88,5.73
1329.92,1.15
1329.96,21.35
1330.0,3.85
1330.04,-5.73
1330.08,5.42
1330.12,1.88
1330.16,-4.48
1330.2,12.29
1330.24,4.58
1330.28,-6.56
1330.32,2.08
1330.36,9.48
1330.4,-2.81
1330.44,-1.67
1330.48,6.46
1330.52,-4.9
1330.56,-0.73
1330.6,-0.42
1330.64,-9.9
1330.68,-9.58
1330.72,7.19
1330.76,-1.35
1330.8,-7.08
1330.84,5.31
1330.88,-2.81
1330.92,-6.25
1330.96,13.65
1331.0,0.1
1331.04,-8.02
1331.08,3.44
1331.12,-4.27
1331.16,-4.58
1331.2,18.85
1331.24,12.08
1331.28,0.42
1331.32,14.06
1331.36,14.58
1331.4,-0.31
1331.44,-0.52
1331.48,-1.46
1331.52,-3.85
1331.56,3.02
1331.6,13.85
1331.64,-4.27
1331.68,-3.96
1331.72,-0.42
1331.76,-5.21
1331.8,-5.83
1331.84,18.44
1331.88,1.88
1331.92,-15.73
1331.96,-6.67
1332.0,-15.21
1332.04,-12.5
1332.08,1.56
1332.12,-5.83
1332.16,-11.88
1332.2,-1.15
1332.24,-7.29
1332.28,-9.69
1332.32,5.63
1332.36,10.83
1332.4,4.06
1332.44,8.65
1332.48,11.46
1332.52,-1.35
1332.56,-1.88
1332.6,16.77
1332.64,-1.25
1332.68,-5.42
1332.72,2.92
1332.76,-5.0
1332.8,-7.5
1332.84,19.69
1332.88,-0.1
1332.92,-5.83
1332.96,0.52
1333.0,-10.94
1333.04,-6.56
1333.08,10.52
1333.12,3.65
1333.16,-5.52
1333.2,3.23
1333.24,-8.54
1333.28,-10.63
1333.32,5.0
1333.36,2.71
1333.4,-6.56
1333.44,-1.25
1333.48,10.1
1333.52,-4.17
1333.56,0.52
1333.6,6.15
1333.64,0.83
1333.68,-0.42
1333.72,21.46
1333.76,10.94
1333.8,5.83
1333.84,12.19
1333.88,3.75
1333.92,-0.73
1333.96,18.85
1334.0,5.42
1334.04,-3.85
1334.08,10.0
1334.12,0.83
1334.16,-5.52
1334.2,9.17
1334.24,7.29
1334.28,-0.52
1334.32,6.88
1334.36,8.44
1334.4,-5.0
1334.44,1.67
1334.48,13.44
1334.52,2.08
1334.56,7.92
1334.6,6.67
1334.64,-0.1
1334.68,-2.71
1334.72,18.44
1334.76,2.19
1334.8,-6.46
1334.84,7.4
1334.88,3.33
1334.92,-1.46
1334.96,15.52
1335.0,-0.83
1335.04,-16.25
1335.08,-0.83
1335.12,-4.58
1335.16,-9.06
1335.2,9.38
1335.24,4.58
1335.28,-4.69
1335.32,9.27
1335.36,11.98
1335.4,0.73
1335.44,1.35
1335.48,-0.42
1335.52,-1.67
1335.56,1.88
1335.6,18.75
1335.64,-0.94
1335.68,-7.29
1335.72,-1.46
1335.76,-11.04
1335.8,-10.52
1335.84,18.02
1335.88,1.15
1335.92,-12.81
1335.96,2.6
1336.0,1.98
1336.04,0.83
1336.08,17.6
1336.12,8.44
1336.16,-2.19
1336.2,11.67
1336.24,7.6
1336.28,-0.94
1336.32,6.67
1336.36,11.25
1336.4,-5.52
1336.44,-2.81
1336.48,9.58
1336.52,-1.98
1336.56,-1.98
1336.6,18.54
1336.64,1.15
1336.68,3.23
1336.72,9.48
1336.76,-0.94
1336.8,-10.1
1336.84,15.63
1336.88,6.98
1336.92,2.29
1336.96,7.08
1337.0,-7.5
1337.04,-12.4
1337.08,12.81
1337.12,6.15
1337.16,-2.29
1337.2,6.04
1337.24,1.88
1337.28,0.31
1337.32,11.77
1337.36,14.79
1337.4,-1.35
1337.44,7.71
1337.48,22.29
1337.52,5.73
1337.56,2.71
1337.6,-0.1
1337.64,-3.02
1337.68,-5.94
1337.72,14.69
1337.76,0.21
1337.8,-3.75
1337.84,7.92
1337.88,3.23
1337.92,2.81
1337.96,17.71
1338.0,5.52
1338.04,0.94
1338.08,13.65
1338.12,0.83
1338.16,-8.02
1338.2,4.58
1338.24,1.46
1338.28,-4.38
1338.32,5.42
1338.36,7.6
1338.4,-10.73
1338.44,-6.25
1338.48,-9.27
1338.52,-5.63
1338.56,-3.02
1338.6,15.83
1338.64,1.25
1338.68,0.0
1338.72,21.88
1338.76,6.25
1338.8,0.73
1338.84,10.42
1338.88,-2.81
1338.92,-2.6
1338.96,24.58
1339.0,9.79
1339.04,-1.04
1339.08,11.04
1339.12,2.92
1339.16,0.0
1339.2,18.54
1339.24,10.94
1339.28,-3.13
1339.32,6.25
1339.36,6.67
1339.4,-3.65
1339.44,0.73
1339.48,-1.98
1339.52,-5.31
1339.56,-3.65
1339.6,13.44
1339.64,3.96
1339.68,6.25
1339.72,12.4
1339.76,7.6
1339.8,3.85
1339.84,26.88
1339.88,11.25
1339.92,-4.58
1339.96,2.5
1340.0,-3.96
1340.04,-9.38
1340.08,12.71
1340.12,0.1
1340.16,-14.58
1340.2,-2.92
1340.24,-14.27
1340.28,-15.31
1340.32,1.67
1340.36,6.25
1340.4,-9.69
1340.44,-4.9
1340.48,4.79
1340.52,-6.67
1340.56,-7.29
1340.6,9.79
1340.64,-0.83
1340.68,-6.35
1340.72,0.83
1340.76,-6.25
1340.8,-12.5
1340.84,12.6
1340.88,-3.85
1340.92,-9.48
1340.96,2.29
1341.0,-3.96
1341.04,-9.48
1341.08,11.56
1341.12,3.65
1341.16,-7.6
1341.2,7.29
1341.24,0.73
1341.28,1.67
1341.32,16.35
1341.36,13.96
1341.4,-6.25
1341.44,-2.08
1341.48,16.67
1341.52,3.75
1341.56,1.25
1341.6,-1.98
1341.64,-3.33
1341.68,-9.9
1341.72,8.65
1341.76,-4.58
1341.8,-0.94
1341.84,11.35
1341.88,-6.67
1341.92,-11.25
1341.96,11.25
1342.0,0.94
1342.04,-7.6
1342.08,5.73
1342.12,-8.54
1342.16,-14.27
1342.2,6.25
1342.24,4.06
1342.28,-9.27
1342.32,2.71
1342.36,7.81
1342.4,-3.02
1342.44,-2.19
1342.48,-8.54
1342.52,-13.54
1342.56,-12.81
1342.6,9.06
1342.64,-5.63
1342.68,-9.38
1342.72,17.5
1342.76,1.98
1342.8,-9.06
1342.84,1.98
1342.88,-5.52
1342.92,-8.54
1342.96,19.06
1343.0,8.13
1343.04,-3.96
1343.08,8.75
1343.12,2.81
1343.16,-3.33
1343.2,15.73
1343.24,9.9
1343.28,-1.25
1343.32,9.69
1343.36,17.6
1343.4,3.65
1343.44,4.48
1343.48,1.35
1343.52,-7.19
1343.56,-1.56
1343.6,17.92
1343.64,2.71
1343.68,-4.69
1343.72,2.81
1343.76,2.08
1343.8,-12.29
1343.84,-0.83
1343.88,-9.27
1343.92,-16.25
1343.96,-4.27
1344.0,-11.56
1344.04,-16.46
1344.08,1.77
1344.12,1.98
1344.16,-8.44
1344.2,5.52
1344.24,-1.25
1344.28,-7.08
1344.32,3.02
1344.36,10.0
1344.4,-0.52
1344.44,3.44
1344.48,9.27
1344.52,-7.5
1344.56,-7.71
1344.6,4.69
1344.64,-1.56
1344.68,-0.83
1344.72,24.06
1344.76,0.1
1344.8,-10.42
1344.84,16.88
1344.88,-0.21
1344.92,-6.77
1344.96,6.67
1345.0,2.92
1345.04,1.77
1345.08,17.4
1345.12,5.63
1345.16,-8.96
1345.2,1.46
1345.24,-5.1
1345.28,-5.42
1345.32,2.6
1345.36,5.63
1345.4,-8.44
1345.44,-0.1
1345.48,11.04
1345.52,-0.63
1345.56,-3.02
1345.6,0.73
1345.64,-1.98
1345.68,-1.88
1345.72,20.31
1345.76,1.46
1345.8,-1.35
1345.84,10.0
1345.88,-1.25
1345.92,-1.04
1345.96,17.71
1346.0,7.19
1346.04,-3.85
1346.08,7.4
1346.12,-3.23
1346.16,-6.15
1346.2,7.4
1346.24,4.48
1346.28,-10.73
1346.32,-3.96
1346.36,1.04
1346.4,-16.46
1346.44,-12.08
1346.48,-8.44
1346.52,-11.04
1346.56,0.42
1346.6,22.19
1346.64,6.04
1346.68,-0.31
1346.72,16.77
1346.76,1.67
1346.8,-6.46
1346.84,3.75
1346.88,-2.5
1346.92,-3.75
1346.96,22.19
1347.0,7.08
1347.04,-3.75
1347.08,10.21
1347.12,-2.4
1347.16,-4.38
1347.2,13.65
1347.24,16.04
1347.28,-3.75
1347.32,0.63
1347.36,7.29
1347.4,-2.71
1347.44,2.29
1347.48,1.15
1347.52,-7.19
1347.56,-3.44
1347.6,15.0
1347.64,-0.21
1347.68,-1.25
1347.72,3.65
1347.76,-2.19
1347.8,-3.33
1347.84,21.15
1347.88,8.13
1347.92,-0.73
1347.96,7.08
1348.0,-9.27
1348.04,-15.1
1348.08,6.98
1348.12,4.69
1348.16,-3.65
1348.2,12.4
1348.24,0.83
1348.28,-2.08
1348.32,7.92
1348.36,10.94
1348.4,-2.71
1348.44,0.42
1348.48,11.56
1348.52,-1.67
1348.56,-2.81
1348.6,0.73
1348.64,-4.9
1348.68,-6.25
1348.72,17.29
1348.76,2.92
1348.8,-2.5
1348.84,23.85
1348.88,6.98
1348.92,1.25
1348.96,16.67
1349.0,4.69
1349.04,-1.98
1349.08,19.9
1349.12,10.83
1349.16,-2.92
1349.2,8.44
1349.24,0.52
1349.28,-0.83
1349.32,5.21
1349.36,8.75
1349.4,-8.33
1349.44,0.21
1349.48,12.19
1349.52,-0.21
1349.56,4.69
1349.6,5.94
1349.64,1.88
1349.68,-2.71
1349.72,23.02
1349.76,6.46
1349.8,-0.52
1349.84,9.79
1349.88,6.98
1349.92,0.31
1349.96,17.5
1350.0,1.67
1350.04,-10.83
1350.08,6.88
1350.12,3.23
1350.16,-3.54
1350.2,13.85
1350.24,15.31
1350.28,-0.73
1350.32,5.73
1350.36,8.54
1350.4,2.08
1350.44,7.5
1350.48,3.23
1350.52,-1.15
1350.56,4.48
1350.6,21.04
1350.64,3.44
1350.68,0.0
1350.72,9.06
1350.76,4.27
1350.8,1.98
1350.84,25.73
1350.88,10.42
1350.92,1.15
1350.96,14.27
1351.0,0.0
1351.04,-8.96
1351.08,8.96
1351.12,4.69
1351.16,0.31
1351.2,12.81
1351.24,10.0
1351.28,0.52
1351.32,9.17
1351.36,13.44
1351.4,-1.25
1351.44,-0.83
1351.48,-4.27
1351.52,-10.52
1351.56,-7.5
1351.6,8.75
1351.64,-4.38
1351.68,-4.48
1351.72,7.4
1351.76,0.1
1351.8,2.6
1351.84,24.9
1351.88,8.65
1351.92,4.48
1351.96,12.6
1352.0,3.02
1352.04,-5.94
1352.08,11.98
1352.12,1.56
1352.16,0.63
1352.2,10.52
1352.24,1.46
1352.28,-4.38
1352.32,9.27
1352.36,12.08
1352.4,-5.73
1352.44,-6.98
1352.48,-1.98
1352.52,-14.58
1352.56,-9.48
1352.6,-1.98
1352.64,-4.79
1352.68,-4.58
1352.72,18.23
1352.76,-2.81
1352.8,-6.98
1352.84,3.13
1352.88,-10.52
1352.92,-11.77
1352.96,12.5
1353.0,3.02
1353.04,-6.98
1353.08,15.73
1353.12,6.56
1353.16,0.1
1353.2,10.83
1353.24,0.73
1353.28,-1.04
1353.32,6.88
1353.36,13.65
1353.4,-6.15
1353.44,-8.13
1353.48,6.77
1353.52,-0.1
1353.56,6.35
1353.6,11.35
1353.64,3.75
1353.68,-1.67
1353.72,17.81
1353.76,0.52
1353.8,-6.56
1353.84,9.48
1353.88,-2.5
1353.92,-1.88
1353.96,22.81
1354.0,5.31
1354.04,-6.35
1354.08,7.4
1354.12,-1.25
1354.16,-3.13
1354.2,13.33
1354.24,10.21
1354.28,-6.88
1354.32,2.4
1354.36,10.31
1354.4,0.73
1354.44,5.52
1354.48,0.73
1354.52,-5.21
1354.56,0.63
1354.6,21.46
1354.64,6.56
1354.68,1.04
1354.72,6.88
1354.76,5.52
1354.8,2.92
1354.84,19.69
1354.88,0.31
1354.92,-7.29
1354.96,17.08
1355.0,6.04
1355.04,-6.15
1355.08,8.02
1355.12,2.6
1355.16,-3.85
1355.2,9.06
1355.24,7.71
1355.28,2.6
1355.32,7.19
1355.36,12.29
1355.4,-6.56
1355.44,-3.96
1355.48,-1.15
1355.52,-8.65
1355.56,-6.88
1355.6,9.9
1355.64,-4.58
1355.68,-8.54
1355.72,0.31
1355.76,-12.29
1355.8,-14.79
1355.84,7.71
1355.88,-4.27
1355.92,-7.19
1355.96,7.6
1356.0,-1.88
1356.04,-8.85
1356.08,7.4
1356.12,0.94
1356.16,-9.27
1356.2,1.56
1356.24,-5.94
1356.28,-11.98
1356.32,1.67
1356.36,10.73
1356.4,-3.13
1356.44,-0.63
1356.48,15.73
1356.52,2.81
1356.56,-0.83
1356.6,1.46
1356.64,-3.54
1356.68,-3.85
1356.72,24.79
1356.76,7.19
1356.8,-5.52
1356.84,3.75
1356.88,-8.23
1356.92,-10.63
1356.96,10.1
1357.0,3.54
1357.04,-8.65
1357.08,9.79
1357.12,-0.83
1357.16,-8.65
1357.2,14.79
1357.24,0.73
1357.28,-13.13
1357.32,-3.75
1357.36,8.44
1357.4,-7.08
1357.44,-4.9
1357.48,7.6
1357.52,-10.0
1357.56,-12.19
1357.6,-8.33
1357.64,-18.33
1357.68,-17.5
1357.72,8.02
1357.76,-1.98
1357.8,-4.79
1357.84,7.29
1357.88,-5.63
1357.92,-14.58
1357.96,5.21
1358.0,-8.75
1358.04,-13.13
1358.08,4.06
1358.12,-3.54
1358.16,-6.88
1358.2,9.27
1358.24,8.54
1358.28,-6.04
1358.32,-1.35
1358.36,3.96
1358.4,-3.75
1358.44,-1.98
1358.48,3.54
1358.52,-0.83
1358.56,-1.88
1358.6,12.08
1358.64,-4.27
1358.68,-10.31
1358.72,1.25
1358.76,-1.56
1358.8,-3.96
1358.84,16.67
1358.88,-1.77
1358.92,-12.29
1358.96,4.69
1359.0,-7.71
1359.04,-17.19
1359.08,2.81
1359.12,-2.29
1359.16,-10.1
1359.2,-1.25
1359.24,4.06
1359.28,-4.17
1359.32,1.77
1359.36,7.92
1359.4,-4.69
1359.44,0.52
1359.48,5.21
1359.52,-9.17
1359.56,-11.98
1359.6,6.88
1359.64,-0.31
1359.68,-4.58
1359.72,3.23
1359.76,-6.25
1359.8,-8.54
1359.84,20.31
1359.88,5.63
1359.92,-6.98
1359.96,4.27
1360.0,-4.17
1360.04,-7.4
1360.08,12.71
1360.12,6.98
1360.16,-0.73
1360.2,13.54
1360.24,6.25
1360.28,-1.98
1360.32,5.42
1360.36,9.06
1360.4,-3.33
1360.44,-0.63
1360.48,9.38
1360.52,-6.15
1360.56,-3.33
1360.6,2.71
1360.64,-4.17
1360.68,-5.0
1360.72,22.71
1360.76,8.33
1360.8,-1.88
1360.84,6.15
1360.88,-3.33
1360.92,-7.5
1360.96,13.23
1361.0,4.69
1361.04,-6.77
1361.08,12.81
1361.12,10.21
1361.16,1.88
1361.2,12.08
1361.24,0.52
1361.28,-1.04
1361.32,3.85
1361.36,-0.31
1361.4,-12.19
1361.44,-5.52
1361.48,14.06
1361.52,-2.81
1361.56,-8.23
1361.6,-3.75
1361.64,-14.06
1361.68,-13.23
1361.72,6.67
1361.76,-3.85
1361.8,-11.04
1361.84,-3.33
1361.88,-12.81
1361.92,-9.9
1361.96,10.52
1362.0,1.88
1362.04,-7.5
1362.08,3.75
1362.12,-4.38
1362.16,-5.42
1362.2,10.1
1362.24,10.1
1362.28,-2.29
1362.32,1.56
1362.36,8.65
1362.4,-2.71
1362.44,-2.5
1362.48,-5.0
1362.52,-8.54
1362.56,-9.9
1362.6,11.88
1362.64,-1.88
1362.68,0.21
1362.72,10.73
1362.76,6.04
1362.8,-1.15
1362.84,23.54
1362.88,7.5
1362.92,2.29
1362.96,16.15
1363.0,0.63
1363.04,-4.06
1363.08,13.85
1363.12,5.1
1363.16,-2.5
1363.2,12.29
1363.24,10.42
1363.28,-2.4
1363.32,6.67
1363.36,11.77
1363.4,1.15
1363.44,7.6
1363.48,3.33
1363.52,-7.19
1363.56,0.52
1363.6,16.46
1363.64,-1.46
1363.68,-7.19
1363.72,8.96
1363.76,6.88
1363.8,-1.98
1363.84,23.54
1363.88,11.46
1363.92,-3.85
1363.96,4.69
1364.0,1.67
1364.04,-0.52
1364.08,14.48
1364.12,7.92
1364.16,-1.56
1364.2,2.4
1364.24,-10.73
1364.28,-14.17
1364.32,0.52
1364.36,11.56
1364.4,-2.29
1364.44,1.46
1364.48,9.27
1364.52,-4.69
1364.56,-1.56
1364.6,4.17
1364.64,-5.83
1364.68,-12.19
1364.72,15.94
1364.76,1.25
1364.8,-7.81
1364.84,-2.5
1364.88,-6.15
1364.92,-4.38
1364.96,22.5
1365.0,6.15
1365.04,-3.02
1365.08,2.19
1365.12,-8.85
1365.16,-11.15
1365.2,10.0
1365.24,8.54
1365.28,-8.96
1365.32,-3.75
1365.36,6.25
1365.4,-5.1
1365.44,-5.21
1365.48,7.4
1365.52,-4.69
1365.56,-6.25
1365.6,-0.83
1365.64,-8.85
1365.68,-10.73
1365.72,8.54
1365.76,-7.19
1365.8,-11.46
1365.84,5.31
1365.88,-2.71
1365.92,-8.23
1365.96,13.44
1366.0,-1.56
1366.04,-12.29
1366.08,-1.04
1366.12,-9.06
1366.16,-13.23
1366.2,1.77
1366.24,8.23
1366.28,-4.06
1366.32,-3.02
1366.36,3.85
1366.4,-3.33
1366.44,1.46
1366.48,4.17
1366.52,-0.63
1366.56,1.98
1366.6,21.15
1366.64,3.96
1366.68,-0.21
1366.72,3.33
1366.76,-3.44
1366.8,-8.96
1366.84,11.35
1366.88,-4.17
1366.92,-7.71
1366.96,3.23
1367.0,-1.15
1367.04,-4.69
1367.08,15.31
1367.12,10.94
1367.16,-6.15
1367.2,3.85
1367.24,10.0
1367.28,4.58
1367.32,11.25
1367.36,13.54
1367.4,-3.75
1367.44,-3.75
1367.48,-5.42
1367.52,-8.44
1367.56,-2.92
1367.6,12.29
1367.64,-1.04
1367.68,-8.85
1367.72,-2.08
1367.76,-11.46
1367.8,-13.23
1367.84,10.63
1367.88,-5.42
1367.92,-10.42
1367.96,0.42
1368.0,-8.75
1368.04,-10.1
1368.08,11.04
1368.12,3.33
1368.16,-13.54
1368.2,-6.15
1368.24,-1.67
1368.28,-15.63
1368.32,-6.88
1368.36,-10.0
1368.4,-16.77
1368.44,-13.23
1368.48,9.9
1368.52,-1.67
1368.56,2.08
1368.6,3.54
1368.64,-6.04
1368.68,-9.58
1368.72,13.44
1368.76,-1.25
1368.8,-11.67
1368.84,-1.25
1368.88,-10.0
1368.92,-11.88
1368.96,10.52
1369.0,1.15
1369.04,-8.13
1369.08,9.17
1369.12,3.02
1369.16,-0.83
1369.2,12.81
1369.24,10.0
1369.28,-8.13
1369.32,0.63
1369.36,5.83
1369.4,-10.21
1369.44,-13.96
1369.48,0.1
1369.52,-16.88
1369.56,-13.85
1369.6,2.19
1369.64,-3.96
1369.68,-8.85
1369.72,12.92
1369.76,-7.81
1369.8,-11.35
1369.84,5.73
1369.88,-1.35
1369.92,-8.54
1369.96,11.25
1370.0,-7.08
1370.04,-17.29
1370.08,1.67
1370.12,-6.15
1370.16,-16.46
1370.2,-2.92
1370.24,1.25
1370.28,-8.96
1370.32,-0.31
1370.36,1.15
1370.4,-17.29
1370.44,-7.19
1370.48,-0.42
1370.52,-6.56
1370.56,-12.81
1370.6,2.19
1370.64,-10.52
1370.68,-13.54
1370.72,-5.42
1370.76,-11.46
1370.8,-13.96
1370.84,14.58
1370.88,-1.46
1370.92,-10.52
1370.96,4.9
1371.0,-1.46
1371.04,-5.94
1371.08,11.98
1371.12,3.02
1371.16,-10.83
1371.2,-0.63
1371.24,-4.58
1371.28,-20.52
1371.32,-7.19
1371.36,-1.15
1371.4,-13.54
1371.44,-12.81
1371.48,-6.46
1371.52,-14.48
1371.56,-13.44
1371.6,6.77
1371.64,-10.63
1371.68,-12.29
1371.72,-0.42
1371.76,-3.02
1371.8,-10.52
1371.84,14.27
1371.88,1.98
1371.92,-5.21
1371.96,2.6
1372.0,-2.71
1372.04,-6.56
1372.08,10.52
1372.12,6.98
1372.16,-3.85
1372.2,6.67
1372.24,10.52
1372.28,-5.94
1372.32,-1.56
1372.36,-7.71
1372.4,-13.33
1372.44,-7.6
1372.48,6.15
1372.52,-7.29
1372.56,-11.88
1372.6,-7.71
1372.64,-12.19
1372.68,-12.81
1372.72,13.85
1372.76,1.77
1372.8,-4.58
1372.84,0.94
1372.88,-5.94
1372.92,-9.38
1372.96,6.88
1373.0,-5.73
1373.04,-13.02
1373.08,0.83
1373.12,-14.48
1373.16,-25.31
1373.2,-7.08
1373.24,-3.13
1373.28,-15.52
1373.32,-0.83
1373.36,1.67
1373.4,-13.44
1373.44,-13.02
1373.48,-3.23
1373.52,-14.48
1373.56,-11.67
1373.6,-0.63
