# The data come from Markus Meister's group from Dawna Bagherian and Kyu Lee, two grad students. They put electrodes in the retinal cells of a mouse and measured voltage. From the time trace of voltage, they can detect and characterize spiking events.
t (ms),V (uV)
926.08,-15.94
926.12,-24.27
926.16,-10.83
926.2,-8.54
926.24,-15.83
926.28,-5.73
926.32,-3.65
926.36,-16.98
926.4,-9.58
926.44,-7.19
926.48,-16.56
926.52,-14.17
926.56,9.79
926.6,-7.81
926.64,-16.56
926.68,-5.83
926.72,-11.25
926.76,-22.6
926.8,-6.46
926.84,-17.5
926.88,-28.54
926.92,-9.9
926.96,-9.9
927.0,-20.63
927.04,-10.94
927.08,-16.67
927.12,-21.15
927.16,-4.58
927.2,-2.6
927.24,-17.5
927.28,-1.15
927.32,9.27
927.36,-15.31
927.4,-20.52
927.44,-12.5
927.48,-18.75
927.52,-13.13
927.56,16.77
927.6,-4.38
927.64,-13.23
927.68,-5.0
927.72,-14.27
927.76,-16.04
927.8,5.52
927.84,-7.29
927.88,-21.56
927.92,-6.25
927.96,-11.67
928.0,-16.15
928.04,-0.42
928.08,-9.17
928.12,-15.21
928.16,3.13
928.2,1.56
928.24,-15.31
928.28,-14.38
928.32,-17.6
928.36,-19.27
928.4,-14.38
928.44,8.02
928.48,-12.6
928.52,-22.4
928.56,-11.56
928.6,-14.58
928.64,-20.42
928.68,3.44
928.72,-12.08
928.76,-16.25
928.8,0.73
928.84,-6.88
928.88,-18.65
928.92,3.54
928.96,1.67
929.0,-8.02
929.04,2.19
929.08,-3.23
929.12,-15.83
929.16,-6.67
929.2,-5.52
929.24,-14.27
929.28,-6.88
929.32,-4.58
929.36,-13.02
929.4,-8.44
929.44,10.83
929.48,-9.06
929.52,-15.31
929.56,-13.65
929.6,-21.67
929.64,-13.75
929.68,10.73
929.72,-11.35
929.76,-20.42
929.8,-8.54
929.84,-13.65
929.88,-15.21
929.92,0.31
929.96,-6.67
930.0,-19.58
930.04,-3.75
930.08,-11.56
930.12,-14.06
930.16,0.31
930.2,3.96
930.24,-7.29
930.28,-2.6
930.32,-0.42
930.36,-7.81
930.4,-4.9
930.44,-3.02
930.48,-14.06
930.52,-21.98
930.56,6.35
930.6,-7.19
930.64,-15.73
930.68,-9.17
930.72,-13.75
930.76,-19.17
930.8,3.54
930.84,-10.63
930.88,-22.19
930.92,2.19
930.96,-10.52
931.0,-15.31
931.04,3.02
931.08,2.5
931.12,-3.54
931.16,-2.5
931.2,-2.5
931.24,-16.35
931.28,-9.9
931.32,-1.77
931.36,-15.94
931.4,-14.17
931.44,-4.58
931.48,-13.13
931.52,-7.08
931.56,9.79
931.6,-7.6
931.64,-7.71
931.68,4.9
931.72,-1.04
931.76,1.56
931.8,17.71
931.84,1.15
931.88,-6.98
931.92,2.6
931.96,-11.98
932.0,-18.44
932.04,-1.67
932.08,2.29
932.12,-8.13
932.16,2.29
932.2,8.85
932.24,-1.88
932.28,-5.31
932.32,-9.06
932.36,-14.17
932.4,-9.79
932.44,12.5
932.48,1.56
932.52,-5.83
932.56,3.65
932.6,-0.21
932.64,-4.38
932.68,15.21
932.72,-4.79
932.76,-17.08
932.8,-3.85
932.84,-8.44
932.88,-8.23
932.92,8.33
932.96,4.79
933.0,-4.48
933.04,11.88
933.08,12.71
933.12,-0.52
933.16,3.13
933.2,6.77
933.24,-8.54
933.28,-7.5
933.32,-10.94
933.36,-16.15
933.4,-5.83
933.44,15.73
933.48,1.04
933.52,-5.52
933.56,-2.08
933.6,-16.88
933.64,-20.1
933.68,3.85
933.72,-7.08
933.76,-13.44
933.8,2.5
933.84,-5.94
933.88,-9.79
933.92,7.29
933.96,6.56
934.0,-9.58
934.04,-1.46
934.08,-8.85
934.12,-10.63
934.16,-1.98
934.2,1.46
934.24,-7.29
934.28,0.1
934.32,8.96
934.36,-7.71
934.4,-10.0
934.44,-4.06
934.48,-14.06
934.52,-13.02
934.56,10.21
934.6,-5.21
934.64,-10.0
934.68,-0.21
934.72,-2.71
934.76,-8.23
934.8,19.58
934.84,5.63
934.88,-8.85
934.92,2.92
934.96,-1.25
935.0,-6.15
935.04,5.63
935.08,5.0
935.12,-12.08
935.16,0.1
935.2,11.35
935.24,5.0
935.28,5.83
935.32,11.46
935.36,-2.92
935.4,-0.94
935.44,-0.1
935.48,-4.38
935.52,-7.29
935.56,14.58
935.6,-2.4
935.64,-8.96
935.68,0.63
935.72,-7.29
935.76,-13.75
935.8,7.71
935.84,-5.94
935.88,-12.4
935.92,6.56
935.96,-5.83
936.0,-8.54
936.04,7.4
936.08,1.98
936.12,-8.85
936.16,1.25
936.2,0.52
936.24,-7.08
936.28,-4.38
936.32,-3.65
936.36,-5.42
936.4,-9.69
936.44,5.21
936.48,-14.79
936.52,-15.73
936.56,1.56
936.6,-11.04
936.64,-15.21
936.68,7.71
936.72,-3.75
936.76,-10.63
936.8,-1.77
936.84,-6.67
936.88,-8.85
936.92,13.65
936.96,14.79
937.0,4.38
937.04,4.79
937.08,-6.15
937.12,-13.65
937.16,-4.58
937.2,20.21
937.24,-0.52
937.28,-3.54
937.32,-11.25
937.36,-18.23
937.4,-14.06
937.44,5.31
937.48,-10.21
937.52,-14.9
937.56,1.04
937.6,-6.67
937.64,-8.54
937.68,11.67
937.72,-7.71
937.76,-16.25
937.8,-0.94
937.84,-7.6
937.88,-12.29
937.92,3.44
937.96,-1.77
938.0,-11.46
938.04,6.46
938.08,0.0
938.12,-6.98
938.16,7.08
938.2,8.13
938.24,-10.83
938.28,-7.19
938.32,11.67
938.36,2.81
938.4,1.04
938.44,-0.21
938.48,-3.96
938.52,-7.19
938.56,14.9
938.6,-0.83
938.64,-9.06
938.68,-1.35
938.72,-4.38
938.76,-15.1
938.8,13.13
938.84,9.17
938.88,1.88
938.92,7.71
938.96,-5.52
939.0,-9.06
939.04,7.5
939.08,5.63
939.12,-6.98
939.16,4.69
939.2,9.69
939.24,-10.52
939.28,-10.42
939.32,13.44
939.36,4.48
939.4,5.0
939.44,14.69
939.48,5.73
939.52,3.13
939.56,25.21
939.6,6.15
939.64,-4.38
939.68,1.25
939.72,-11.46
939.76,-9.58
939.8,12.71
939.84,-0.94
939.88,-10.83
939.92,-4.58
939.96,-12.19
940.0,-19.58
940.04,-0.21
940.08,1.56
940.12,-16.77
940.16,-7.6
940.2,7.92
940.24,0.94
940.28,-3.65
940.32,-3.75
940.36,-11.35
940.4,-13.44
940.44,8.23
940.48,-6.04
940.52,-14.58
940.56,-6.98
940.6,-10.31
940.64,-8.23
940.68,18.75
940.72,-0.21
940.76,-15.21
940.8,-5.42
940.84,-8.65
940.88,-16.77
940.92,-1.88
940.96,-12.6
941.0,-25.63
941.04,-8.33
941.08,-9.79
941.12,-12.29
941.16,0.83
941.2,6.77
941.24,-0.1
941.28,5.0
941.32,16.67
941.36,-0.63
941.4,-6.46
941.44,2.6
941.48,-6.88
941.52,-8.75
941.56,3.54
941.6,-0.94
941.64,-7.5
941.68,12.6
941.72,2.19
941.76,-1.56
941.8,-1.15
941.84,-14.48
941.88,-18.23
941.92,-2.19
941.96,-7.29
942.0,-13.33
942.04,0.42
942.08,-10.31
942.12,-12.08
942.16,-4.38
942.2,-8.96
942.24,-20.21
942.28,-20.73
942.32,-12.81
942.36,-31.56
942.4,-37.6
942.44,-30.63
942.48,-28.75
942.52,-26.35
942.56,-0.94
942.6,-11.88
942.64,-18.65
942.68,-8.44
942.72,-21.25
942.76,-26.56
942.8,-0.21
942.84,-8.65
942.88,-21.46
942.92,-8.23
942.96,-14.69
943.0,-11.77
943.04,7.5
943.08,3.23
943.12,-9.58
943.16,-1.25
943.2,3.23
943.24,-8.75
943.28,-2.4
943.32,5.73
943.36,-14.27
943.4,-15.52
943.44,-6.46
943.48,-12.08
943.52,-13.44
943.56,7.29
943.6,-3.44
943.64,-5.21
943.68,7.29
943.72,-3.44
943.76,-10.1
943.8,13.85
943.84,2.92
943.88,-3.02
943.92,10.52
943.96,0.0
944.0,-5.73
944.04,8.96
944.08,6.15
944.12,-8.85
944.16,1.15
944.2,13.85
944.24,-3.13
944.28,-0.31
944.32,3.02
944.36,-7.08
944.4,-5.1
944.44,16.98
944.48,2.29
944.52,-4.17
944.56,1.56
944.6,-9.9
944.64,-8.44
944.68,15.52
944.72,-1.04
944.76,-9.17
944.8,5.1
944.84,-6.35
944.88,-14.79
944.92,2.19
944.96,-0.31
945.0,-7.19
945.04,10.63
945.08,-1.04
945.12,-5.63
945.16,2.08
945.2,6.15
945.24,-10.31
945.28,-2.29
945.32,14.38
945.36,-1.67
945.4,-4.9
945.44,6.77
945.48,-11.56
945.52,-19.58
945.56,-8.65
945.6,-12.92
945.64,-12.08
945.68,9.38
945.72,-2.08
945.76,-3.96
945.8,6.98
945.84,-1.46
945.88,-4.9
945.92,11.98
945.96,3.33
946.0,-4.06
946.04,4.9
946.08,-5.21
946.12,-3.85
946.16,10.42
946.2,12.92
946.24,-2.4
946.28,-3.96
946.32,5.0
946.36,-12.71
946.4,-4.9
946.44,4.06
946.48,-2.92
946.52,-8.44
946.56,17.81
946.6,3.33
946.64,-4.48
946.68,9.9
946.72,-5.1
946.76,-8.85
946.8,11.77
946.84,4.38
946.88,-5.63
946.92,11.67
946.96,7.71
947.0,4.06
947.04,18.96
947.08,12.19
947.12,-5.21
947.16,1.88
947.2,11.35
947.24,7.4
947.28,8.23
947.32,6.98
947.36,4.17
947.4,4.79
947.44,22.81
947.48,3.96
947.52,-5.1
947.56,17.29
947.6,2.29
947.64,-1.67
947.68,6.35
947.72,-1.35
947.76,-3.65
947.8,16.88
947.84,3.75
947.88,-5.83
947.92,5.94
947.96,-6.25
948.0,-8.65
948.04,6.46
948.08,3.33
948.12,-12.81
948.16,-2.71
948.2,3.65
948.24,-9.9
948.28,-6.67
948.32,-3.23
948.36,-8.65
948.4,-13.13
948.44,9.06
948.48,-7.4
948.52,-8.23
948.56,-1.98
948.6,-15.63
948.64,-11.35
948.68,20.1
948.72,3.02
948.76,-4.58
948.8,2.6
948.84,-7.92
948.88,-5.83
948.92,8.33
948.96,6.56
949.0,-5.94
949.04,2.4
949.08,-4.48
949.12,-7.5
949.16,3.54
949.2,11.46
949.24,-1.46
949.28,-0.1
949.32,18.65
949.36,5.73
949.4,3.54
949.44,19.9
949.48,7.92
949.52,0.42
949.56,3.54
949.6,-3.13
949.64,-5.21
949.68,17.29
949.72,-2.29
949.76,-12.19
949.8,-0.31
949.84,-9.9
949.88,-10.94
949.92,12.71
949.96,7.71
950.0,1.04
950.04,18.75
950.08,11.88
950.12,6.77
950.16,12.92
950.2,19.79
950.24,3.02
950.28,-0.31
950.32,13.44
950.36,0.94
950.4,-1.15
950.44,2.71
950.48,-0.94
950.52,0.73
950.56,19.9
950.6,0.83
950.64,-4.9
950.68,3.85
950.72,-1.67
950.76,-10.73
950.8,10.21
950.84,4.9
950.88,-8.96
950.92,6.46
950.96,1.98
951.0,1.77
951.04,17.08
951.08,16.77
951.12,4.17
951.16,16.46
951.2,23.23
951.24,-1.98
951.28,-0.52
951.32,2.19
951.36,-2.92
951.4,2.4
951.44,20.83
951.48,0.73
951.52,-3.23
951.56,22.29
951.6,1.35
951.64,-6.56
951.68,7.92
951.72,1.77
951.76,1.77
951.8,22.19
951.84,14.48
951.88,1.77
951.92,11.56
951.96,2.19
952.0,-3.44
952.04,8.02
952.08,4.27
952.12,-0.83
952.16,8.85
952.2,15.52
952.24,0.42
952.28,-2.4
952.32,-2.4
952.36,-3.85
952.4,-0.42
952.44,18.33
952.48,2.4
952.52,-4.48
952.56,8.02
952.6,0.0
952.64,-6.88
952.68,20.21
952.72,10.31
952.76,6.67
952.8,17.29
952.84,6.25
952.88,-0.21
952.92,16.35
952.96,6.88
953.0,-5.83
953.04,7.08
953.08,-2.08
953.12,-11.04
953.16,1.35
953.2,8.44
953.24,-4.58
953.28,-1.56
953.32,16.56
953.36,-2.29
953.4,-6.35
953.44,1.56
953.48,-1.35
953.52,-3.44
953.56,17.6
953.6,0.0
953.64,-12.08
953.68,11.77
953.72,1.56
953.76,-3.96
953.8,6.15
953.84,-4.9
953.88,-9.38
953.92,7.08
953.96,5.63
954.0,-6.88
954.04,4.17
954.08,-5.83
954.12,-5.73
954.16,9.9
954.2,15.21
954.24,-2.08
954.28,-2.5
954.32,15.83
954.36,2.4
954.4,-4.9
954.44,-1.77
954.48,-7.6
954.52,-22.19
954.56,-31.25
954.6,-71.98
954.64,-88.02
954.68,-66.15
954.72,-53.02
954.76,-39.79
954.8,-6.04
954.84,-5.31
954.88,-6.25
954.92,9.27
954.96,-2.19
955.0,-9.48
955.04,8.96
955.08,10.94
955.12,-1.56
955.16,5.42
955.2,17.71
955.24,4.79
955.28,5.0
955.32,7.4
955.36,1.04
955.4,7.6
955.44,27.81
955.48,3.96
955.52,0.63
955.56,27.92
955.6,10.0
955.64,-5.31
955.68,5.1
955.72,-2.29
955.76,-7.92
955.8,10.63
955.84,3.96
955.88,0.42
955.92,10.94
955.96,0.42
956.0,8.02
956.04,24.27
956.08,23.33
956.12,6.46
956.16,11.04
956.2,25.52
956.24,12.4
956.28,8.65
956.32,7.5
956.36,5.0
956.4,5.1
956.44,21.04
956.48,9.06
956.52,4.58
956.56,16.88
956.6,10.21
956.64,4.48
956.68,27.19
956.72,16.25
956.76,7.08
956.8,16.98
956.84,8.13
956.88,1.46
956.92,20.73
956.96,16.77
957.0,1.67
957.04,14.17
957.08,12.08
957.12,2.5
957.16,8.54
957.2,-0.73
957.24,-7.4
957.28,-1.46
957.32,15.83
957.36,4.27
957.4,-1.98
957.44,5.73
957.48,-3.44
957.52,-6.56
957.56,22.4
957.6,11.35
957.64,-1.15
957.68,19.79
957.72,8.54
957.76,0.21
957.8,18.23
957.84,5.21
957.88,-1.67
957.92,15.94
957.96,12.6
958.0,0.21
958.04,6.25
958.08,12.4
958.12,3.65
958.16,3.75
958.2,4.06
958.24,-2.81
958.28,1.67
958.32,12.71
958.36,-6.88
958.4,-12.4
958.44,7.19
958.48,5.31
958.52,3.33
958.56,26.67
958.6,9.58
958.64,3.02
958.68,11.67
958.72,-2.71
958.76,-4.69
958.8,13.75
958.84,1.98
958.88,-4.27
958.92,5.1
958.96,-3.33
959.0,-7.5
959.04,9.27
959.08,12.6
959.12,4.17
959.16,15.1
959.2,21.46
959.24,6.35
959.28,0.21
959.32,1.67
959.36,-0.1
959.4,1.04
959.44,19.58
959.48,1.98
959.52,-5.42
959.56,3.96
959.6,-4.17
959.64,-3.44
959.68,18.75
959.72,4.48
959.76,-3.96
959.8,19.79
959.84,8.44
959.88,-1.46
959.92,14.58
959.96,-0.42
960.0,-3.85
960.04,11.25
960.08,11.67
960.12,-0.31
960.16,3.23
960.2,12.29
960.24,0.21
960.28,7.4
960.32,1.88
960.36,-7.29
960.4,1.04
960.44,20.21
960.48,0.42
960.52,-1.77
960.56,5.73
960.6,-1.46
960.64,-4.17
960.68,14.17
960.72,4.06
960.76,4.48
960.8,18.65
960.84,5.21
960.88,1.98
960.92,16.77
960.96,11.67
961.0,0.94
961.04,13.33
961.08,16.77
961.12,3.02
961.16,14.38
961.2,14.58
961.24,6.56
961.28,4.48
961.32,15.1
961.36,6.77
961.4,8.44
961.44,13.33
961.48,3.65
961.52,-0.94
961.56,22.19
961.6,4.79
961.64,0.1
961.68,16.67
961.72,8.23
961.76,1.88
961.8,24.79
961.84,14.9
961.88,1.77
961.92,21.67
961.96,18.65
962.0,5.21
962.04,22.92
962.08,24.17
962.12,4.48
962.16,6.77
962.2,1.67
962.24,-4.27
962.28,3.33
962.32,19.9
962.36,1.67
962.4,-4.27
962.44,5.1
962.48,-2.4
962.52,-8.44
962.56,11.15
962.6,0.83
962.64,4.27
962.68,15.52
962.72,3.02
962.76,-0.21
962.8,24.69
962.84,16.77
962.88,9.79
962.92,23.13
962.96,11.67
963.0,6.25
963.04,24.38
963.08,25.21
963.12,7.19
963.16,11.35
963.2,16.04
963.24,1.88
963.28,0.94
963.32,1.46
963.36,-6.56
963.4,-3.65
963.44,19.06
963.48,8.02
963.52,4.27
963.56,18.13
963.6,11.77
963.64,7.5
963.68,33.44
963.72,23.33
963.76,14.38
963.8,32.92
963.84,27.71
963.88,15.0
963.92,22.6
963.96,12.08
964.0,7.92
964.04,22.81
964.08,15.1
964.12,-1.04
964.16,9.48
964.2,13.33
964.24,-1.67
964.28,2.6
964.32,2.29
964.36,0.42
964.4,3.75
964.44,24.17
964.48,8.85
964.52,2.81
964.56,13.54
964.6,2.71
964.64,-2.29
964.68,26.46
964.72,11.46
964.76,1.15
964.8,12.08
964.84,6.98
964.88,-0.52
964.92,11.67
964.96,3.13
965.0,-7.71
965.04,8.96
965.08,17.81
965.12,7.71
965.16,3.85
965.2,0.1
965.24,-7.92
965.28,-4.27
965.32,14.69
965.36,10.52
965.4,9.79
965.44,12.08
965.48,0.63
965.52,-5.42
965.56,20.1
965.6,7.29
965.64,-2.4
965.68,16.35
965.72,8.54
965.76,3.54
965.8,22.92
965.84,10.42
965.88,-2.6
965.92,10.73
965.96,10.52
966.0,3.13
966.04,8.85
966.08,10.31
966.12,-1.04
966.16,3.96
966.2,4.06
966.24,4.27
966.28,9.48
966.32,19.38
966.36,1.35
966.4,-1.35
966.44,10.52
966.48,6.35
966.52,3.44
966.56,25.83
966.6,7.6
966.64,0.1
966.68,13.96
966.72,9.06
966.76,-2.08
966.8,15.73
966.84,6.04
966.88,-6.77
966.92,10.42
966.96,5.42
967.0,1.98
967.04,18.33
967.08,20.31
967.12,-0.52
967.16,3.85
967.2,20.42
967.24,7.29
967.28,4.69
967.32,1.67
967.36,-3.85
967.4,-6.67
967.44,13.96
967.48,-1.67
967.52,-10.63
967.56,3.75
967.6,-4.48
967.64,-9.58
967.68,16.46
967.72,1.98
967.76,-5.21
967.8,12.19
967.84,2.81
967.88,0.0
967.92,15.94
967.96,16.25
968.0,1.15
968.04,10.1
968.08,6.88
968.12,-1.56
968.16,6.46
968.2,10.83
968.24,1.15
968.28,8.02
968.32,8.44
968.36,5.0
968.4,4.79
968.44,21.56
968.48,0.42
968.52,-8.23
968.56,3.75
968.6,0.0
968.64,-3.96
968.68,23.85
968.72,10.83
968.76,0.21
968.8,14.17
968.84,5.21
968.88,-3.44
968.92,10.31
968.96,7.29
969.0,-1.04
969.04,9.48
969.08,17.81
969.12,6.88
969.16,10.94
969.2,5.0
969.24,-2.5
969.28,2.29
969.32,18.75
969.36,6.04
969.4,-0.42
969.44,4.79
969.48,-2.29
969.52,-1.25
969.56,26.15
969.6,13.85
969.64,7.71
969.68,18.13
969.72,6.15
969.76,2.71
969.8,20.73
969.84,12.08
969.88,2.81
969.92,17.19
969.96,9.58
970.0,-4.58
970.04,12.81
970.08,16.46
970.12,10.73
970.16,8.23
970.2,0.63
970.24,-5.31
970.28,2.6
970.32,17.5
970.36,1.56
970.4,-1.25
970.44,9.17
970.48,-4.58
970.52,-10.63
970.56,16.15
970.6,-0.83
970.64,-7.29
970.68,4.58
970.72,-5.1
970.76,-14.48
970.8,5.21
970.84,-5.73
970.88,-10.94
970.92,7.5
970.96,-1.46
971.0,-9.38
971.04,2.6
971.08,7.19
971.12,-2.08
971.16,8.65
971.2,17.19
971.24,6.88
971.28,5.63
971.32,9.58
971.36,-4.58
971.4,-3.44
971.44,24.27
971.48,9.17
971.52,-0.94
971.56,4.38
971.6,0.1
971.64,-5.94
971.68,14.48
971.72,1.98
971.76,-1.88
971.8,9.06
971.84,-5.21
971.88,-10.73
971.92,12.6
971.96,7.5
972.0,-4.9
972.04,0.63
972.08,3.02
972.12,-9.27
972.16,-5.42
972.2,1.15
972.24,-7.92
972.28,-8.44
972.32,-6.88
972.36,-15.1
972.4,-12.81
972.44,9.58
972.48,0.42
972.52,-0.94
972.56,10.0
972.6,3.65
972.64,3.85
972.68,28.13
972.72,12.4
972.76,0.1
972.8,6.25
972.84,2.29
972.88,-3.85
972.92,8.44
972.96,3.96
973.0,-10.31
973.04,4.06
973.08,6.46
973.12,-5.63
973.16,1.46
973.2,-2.6
973.24,-9.17
973.28,-5.21
973.32,4.17
973.36,-8.44
973.4,-15.1
973.44,-5.42
973.48,-9.38
973.52,-5.42
973.56,18.13
973.6,6.46
973.64,-5.1
973.68,1.67
973.72,-7.19
973.76,-13.54
973.8,7.19
973.84,-0.73
973.88,-10.83
973.92,4.06
973.96,-6.56
974.0,-14.27
974.04,-3.96
974.08,14.38
974.12,-5.21
974.16,-1.04
974.2,-5.0
974.24,-11.88
974.28,-15.52
974.32,-1.15
974.36,-19.27
974.4,-17.81
974.44,1.98
974.48,-3.65
974.52,-9.58
974.56,15.21
974.6,2.81
974.64,-3.13
974.68,4.69
974.72,-8.54
974.76,-9.69
974.8,18.33
974.84,5.73
974.88,-3.65
974.92,11.67
974.96,5.31
975.0,-5.0
975.04,6.67
975.08,12.29
975.12,-3.33
975.16,2.71
975.2,10.73
975.24,-0.21
975.28,1.88
975.32,0.42
975.36,-8.13
975.4,-6.88
975.44,19.69
975.48,7.19
975.52,-2.5
975.56,12.29
975.6,4.9
975.64,-1.77
975.68,20.63
975.72,8.13
975.76,-0.52
975.8,8.23
975.84,0.94
975.88,-0.94
975.92,10.1
975.96,9.17
976.0,-0.42
976.04,7.4
976.08,6.77
976.12,-0.83
976.16,1.04
976.2,4.69
976.24,-9.27
976.28,-8.65
976.32,-3.65
976.36,-11.35
976.4,-10.83
976.44,13.23
976.48,-0.73
976.52,-7.4
976.56,1.25
976.6,-4.79
976.64,-5.63
976.68,13.85
976.72,3.54
976.76,-6.88
976.8,3.75
976.84,-4.58
976.88,-10.94
976.92,9.69
976.96,6.98
977.0,-10.0
977.04,0.94
977.08,7.08
977.12,-5.0
977.16,-2.6
977.2,-7.08
977.24,-12.08
977.28,-5.83
977.32,11.56
977.36,-5.31
977.4,-5.21
977.44,7.08
977.48,-7.08
977.52,-5.31
977.56,23.85
977.6,3.75
977.64,-5.73
977.68,3.13
977.72,-2.29
977.76,-7.08
977.8,11.04
977.84,2.29
977.88,-8.23
977.92,4.9
977.96,-5.73
978.0,-9.79
978.04,7.81
978.08,20.42
978.12,1.77
978.16,9.9
978.2,4.58
978.24,-5.73
978.28,-3.75
978.32,14.48
978.36,-1.15
978.4,-12.6
978.44,-6.67
978.48,-14.38
978.52,-18.44
978.56,10.52
978.6,-2.92
978.64,-9.17
978.68,1.56
978.72,-12.19
978.76,-15.63
978.8,2.71
978.84,-9.48
978.88,-18.65
978.92,1.35
978.96,-6.04
979.0,-15.94
979.04,-5.1
979.08,-4.06
979.12,-13.23
979.16,-3.54
979.2,4.9
979.24,-5.31
979.28,-6.46
979.32,-7.08
979.36,-9.69
979.4,-10.0
979.44,10.73
979.48,2.08
979.52,-7.5
979.56,4.79
979.6,-3.13
979.64,-4.79
979.68,10.83
979.72,1.56
979.76,0.83
979.8,9.27
979.84,-1.46
979.88,-3.23
979.92,16.15
979.96,6.67
980.0,-7.19
980.04,5.42
980.08,9.79
980.12,1.04
980.16,10.0
980.2,21.35
980.24,0.83
980.28,0.1
980.32,1.46
980.36,-4.79
980.4,-14.48
980.44,7.5
980.48,-6.25
980.52,-10.31
980.56,5.94
980.6,-0.63
980.64,-12.4
980.68,10.1
980.72,-2.6
980.76,-9.48
980.8,1.04
980.84,-6.88
980.88,-10.0
980.92,4.06
980.96,0.94
981.0,-10.94
981.04,0.73
981.08,4.58
981.12,-7.4
981.16,-0.63
981.2,-3.65
981.24,-5.94
981.28,-1.98
981.32,11.56
981.36,1.77
981.4,-8.54
981.44,-7.81
981.48,-17.81
981.52,-20.73
981.56,10.0
981.6,-2.92
981.64,-8.23
981.68,2.92
981.72,-6.46
981.76,-3.75
981.8,13.02
981.84,5.21
981.88,-5.94
981.92,0.73
981.96,-6.67
982.0,-8.13
982.04,2.5
982.08,10.1
982.12,0.1
982.16,4.58
982.2,14.9
982.24,2.6
982.28,0.31
982.32,17.5
982.36,4.48
982.4,1.46
982.44,3.75
982.48,-8.65
982.52,-18.02
982.56,6.88
982.6,-13.54
982.64,-23.02
982.68,-6.56
982.72,-6.56
982.76,-4.69
982.8,16.88
982.84,7.71
982.88,-6.77
982.92,2.71
982.96,-2.6
983.0,-6.35
983.04,5.52
983.08,9.17
983.12,-1.88
983.16,1.46
983.2,13.02
983.24,0.21
983.28,-1.35
983.32,-0.94
983.36,-5.42
983.4,-7.71
983.44,14.06
983.48,-5.52
983.52,-13.96
983.56,-2.4
983.6,-14.06
983.64,-9.17
983.68,19.69
983.72,9.58
983.76,1.25
983.8,10.73
983.84,-3.85
983.88,-9.79
983.92,6.77
983.96,6.56
984.0,-4.27
984.04,6.98
984.08,6.04
984.12,1.35
984.16,8.02
984.2,-0.21
984.24,-2.4
984.28,4.58
984.32,18.23
984.36,-1.77
984.4,-10.31
984.44,10.0
984.48,-1.15
984.52,-16.04
984.56,-5.94
984.6,-4.9
984.64,-8.33
984.68,11.46
984.72,-5.0
984.76,-14.48
984.8,2.4
984.84,-1.35
984.88,-9.06
984.92,0.94
984.96,3.54
985.0,-1.35
985.04,8.44
985.08,6.46
985.12,-9.69
985.16,-7.5
985.2,-10.73
985.24,-13.23
985.28,-8.54
985.32,6.88
985.36,-12.29
985.4,-13.02
985.44,-5.31
985.48,-18.23
985.52,-38.85
985.56,-44.06
985.6,-82.71
985.64,-97.5
985.68,-69.69
985.72,-57.19
985.76,-44.79
985.8,-21.25
985.84,-27.81
985.88,-33.02
985.92,-15.63
985.96,-19.58
986.0,-20.0
986.04,-3.75
986.08,7.81
986.12,-5.73
986.16,-1.35
986.2,9.79
986.24,-5.63
986.28,-12.5
986.32,8.96
986.36,-2.6
986.4,-3.85
986.44,5.94
986.48,-7.08
986.52,-13.13
986.56,11.67
986.6,-0.21
986.64,-8.75
986.68,-0.1
986.72,-6.04
986.76,-9.38
986.8,10.63
986.84,5.31
986.88,2.81
986.92,17.6
986.96,8.85
987.0,4.27
987.04,11.15
987.08,10.42
987.12,-3.85
987.16,1.56
987.2,11.35
987.24,-5.42
987.28,-5.83
987.32,-2.6
987.36,-11.25
987.4,-1.56
987.44,25.52
987.48,8.02
987.52,0.73
987.56,9.79
987.6,-3.85
987.64,-10.0
987.68,11.56
987.72,-5.1
987.76,-9.48
987.8,6.67
987.84,2.19
987.88,-3.44
987.92,5.63
987.96,3.65
988.0,-7.81
988.04,4.38
988.08,7.71
988.12,-8.23
988.16,-0.94
988.2,-1.56
988.24,-1.56
988.28,-3.02
988.32,9.79
988.36,-2.81
988.4,-7.08
988.44,20.63
988.48,4.69
988.52,3.65
988.56,9.79
988.6,-1.88
988.64,-6.88
988.68,18.23
988.72,5.31
988.76,-4.9
988.8,6.56
988.84,-0.94
988.88,-0.83
988.92,18.54
988.96,15.42
989.0,0.0
989.04,11.04
989.08,14.17
989.12,-1.46
989.16,8.23
989.2,0.21
989.24,-0.31
989.28,4.9
989.32,20.0
989.36,2.29
989.4,-5.83
989.44,7.81
989.48,4.79
989.52,-1.98
989.56,20.73
989.6,3.02
989.64,-10.0
989.68,-3.33
989.72,-10.63
989.76,-6.77
989.8,14.17
989.84,3.54
989.88,-8.54
989.92,3.96
989.96,-6.35
990.0,-12.4
990.04,-4.06
990.08,7.92
990.12,-3.13
990.16,-0.31
990.2,12.5
990.24,-3.13
990.28,-6.46
990.32,-2.29
990.36,-10.21
990.4,-10.31
990.44,14.69
990.48,0.52
990.52,-2.5
990.56,18.54
990.6,1.67
990.64,-10.83
990.68,1.04
990.72,-5.52
990.76,-5.1
990.8,12.08
990.84,3.33
990.88,-4.27
990.92,6.46
990.96,-6.56
991.0,-4.17
991.04,8.33
991.08,11.88
991.12,-2.08
991.16,-0.21
991.2,14.48
991.24,-1.25
991.28,0.21
991.32,-2.81
991.36,-8.54
991.4,-6.35
991.44,14.48
991.48,-0.94
