8.40
8.80
8.40
8.00
7.90
8.90
8.60
8.50
8.90
9.10
8.60
9.80
8.20
9.00
9.70
8.60
8.20
9.00
8.40
8.60
8.90
9.10
8.30
8.70
9.60
8.50
9.10
9.00
9.20
9.90
8.60
9.20
8.40
8.90
8.50
10.40
9.60
9.10
9.30
9.30
8.80
8.30
8.80
9.10
10.10
8.90
9.20
8.50
10.20
10.10
9.20
9.70
9.10
8.50
8.20
9.00
9.30
8.00
9.10
8.10
8.30
8.70
8.80
8.60
8.70
8.00
8.80
9.00
9.10
9.74
9.10
9.80
10.40
8.30
9.44
9.04
9.00
9.05
9.65
9.45
8.65
9.45
9.45
9.05
8.75
9.45
8.35
